TypeDeclaration-2-1-0-0,"UPD TypeDeclaration@@[static]XMLConfigurationProvider, FileConfigurationProvider @TO@ [public, static]XMLConfigurationProvider, FileConfigurationProvider @AT@ 49279 @LENGTH@ 1172
---INS Modifier@@public @TO@ TypeDeclaration@@[static]XMLConfigurationProvider, FileConfigurationProvider @AT@ 49304 @LENGTH@ 6

"
TypeDeclaration-2-1-0-1,"UPD TypeDeclaration@@[static]Tracker, PhantomReference @TO@ [static, final]Tracker, PhantomReference @AT@ 5815 @LENGTH@ 1342
---INS Modifier@@final @TO@ TypeDeclaration@@[static]Tracker, PhantomReference @AT@ 8838 @LENGTH@ 5

"
ExpressionStatement-3-0-0-2,"UPD ExpressionStatement@@MethodInvocation:pw.print(""["") @TO@ MethodInvocation:out.print(""["") @AT@ 7565 @LENGTH@ 14
---UPD MethodInvocation@@pw.print(""["") @TO@ out.print(""["") @AT@ 7565 @LENGTH@ 13
------UPD SimpleName@@Name:pw @TO@ Name:out @AT@ 7565 @LENGTH@ 2

"
ExpressionStatement-5-1-0-0,"INS ExpressionStatement@@MethodInvocation:opHandleSet.remove(opHandle) @TO@ TryStatement@@try:[] @AT@ 10159 @LENGTH@ 29
---INS MethodInvocation@@opHandleSet.remove(opHandle) @TO@ ExpressionStatement@@MethodInvocation:opHandleSet.remove(opHandle) @AT@ 10159 @LENGTH@ 28
------INS SimpleName@@Name:opHandleSet @TO@ MethodInvocation@@opHandleSet.remove(opHandle) @AT@ 10159 @LENGTH@ 11
------INS SimpleName@@MethodName:remove:[opHandle] @TO@ MethodInvocation@@opHandleSet.remove(opHandle) @AT@ 10171 @LENGTH@ 16
---------INS SimpleName@@opHandle @TO@ SimpleName@@MethodName:remove:[opHandle] @AT@ 10178 @LENGTH@ 8

"
ExpressionStatement-3-0-0-11,"UPD ExpressionStatement@@MethodInvocation:LOG.debug(""No hfiles found for family: "" + familyDir + "", skipping."") @TO@ MethodInvocation:LOG.trace(""No hfiles found for family: "" + familyDir + "", skipping."") @AT@ 4556 @LENGTH@ 70
---UPD MethodInvocation@@LOG.debug(""No hfiles found for family: "" + familyDir + "", skipping."") @TO@ LOG.trace(""No hfiles found for family: "" + familyDir + "", skipping."") @AT@ 4556 @LENGTH@ 69
------UPD SimpleName@@MethodName:debug:[""No hfiles found for family: "" + familyDir + "", skipping.""] @TO@ MethodName:trace:[""No hfiles found for family: "" + familyDir + "", skipping.""] @AT@ 4560 @LENGTH@ 65

"
ThrowStatement-6-2-0-0,"UPD ThrowStatement@@ClassInstanceCreation:new StepListenerFailedException(""Error in beforeChunk."",e) @TO@ ClassInstanceCreation:new StepListenerFailedException(""Error in beforeChunk."",getTargetException(e)) @AT@ 7393 @LENGTH@ 66
---UPD ClassInstanceCreation@@StepListenerFailedException[""Error in beforeChunk."", e] @TO@ StepListenerFailedException[""Error in beforeChunk."", getTargetException(e)] @AT@ 7399 @LENGTH@ 59
------DEL SimpleName@@e @AT@ 7456 @LENGTH@ 1
------INS MethodInvocation@@getTargetException(e) @TO@ ClassInstanceCreation@@StepListenerFailedException[""Error in beforeChunk."", e] @AT@ 7599 @LENGTH@ 21
---------INS SimpleName@@MethodName:getTargetException:[e] @TO@ MethodInvocation@@getTargetException(e) @AT@ 7599 @LENGTH@ 21
------------INS SimpleName@@e @TO@ SimpleName@@MethodName:getTargetException:[e] @AT@ 7618 @LENGTH@ 1

"
TryStatement-46-0-0-0,"INS TryStatement@@try:[] @TO@ MethodDeclaration@@private, void, MethodName:analyzeAlterTableClusterSort, ASTNode ast, SemanticException,  @AT@ 25267 @LENGTH@ 324
---INS VariableDeclarationStatement@@Table tab=db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false); @TO@ TryStatement@@try:[] @AT@ 25279 @LENGTH@ 80
------INS SimpleType@@Table @TO@ VariableDeclarationStatement@@Table tab=db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false); @AT@ 25279 @LENGTH@ 5
------INS VariableDeclarationFragment@@tab=db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false) @TO@ VariableDeclarationStatement@@Table tab=db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false); @AT@ 25285 @LENGTH@ 73
---------INS SimpleName@@tab @TO@ VariableDeclarationFragment@@tab=db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false) @AT@ 25285 @LENGTH@ 3
---------INS MethodInvocation@@db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false) @TO@ VariableDeclarationFragment@@tab=db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false) @AT@ 25291 @LENGTH@ 67
------------INS SimpleName@@Name:db @TO@ MethodInvocation@@db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false) @AT@ 25291 @LENGTH@ 2
------------INS SimpleName@@MethodName:getTable:[MetaStoreUtils.DEFAULT_DATABASE_NAME, tableName, false] @TO@ MethodInvocation@@db.getTable(MetaStoreUtils.DEFAULT_DATABASE_NAME,tableName,false) @AT@ 25294 @LENGTH@ 64
---------------INS QualifiedName@@MetaStoreUtils.DEFAULT_DATABASE_NAME @TO@ SimpleName@@MethodName:getTable:[MetaStoreUtils.DEFAULT_DATABASE_NAME, tableName, false] @AT@ 25303 @LENGTH@ 36
------------------INS SimpleName@@MetaStoreUtils @TO@ QualifiedName@@MetaStoreUtils.DEFAULT_DATABASE_NAME @AT@ 25303 @LENGTH@ 14
------------------INS SimpleName@@DEFAULT_DATABASE_NAME @TO@ QualifiedName@@MetaStoreUtils.DEFAULT_DATABASE_NAME @AT@ 25318 @LENGTH@ 21
---------------INS SimpleName@@tableName @TO@ SimpleName@@MethodName:getTable:[MetaStoreUtils.DEFAULT_DATABASE_NAME, tableName, false] @AT@ 25341 @LENGTH@ 9
---------------INS BooleanLiteral@@false @TO@ SimpleName@@MethodName:getTable:[MetaStoreUtils.DEFAULT_DATABASE_NAME, tableName, false] @AT@ 25352 @LENGTH@ 5
---INS IfStatement@@InfixExpression:tab != null @TO@ TryStatement@@try:[] @AT@ 25366 @LENGTH@ 110
------INS InfixExpression@@tab != null @TO@ IfStatement@@InfixExpression:tab != null @AT@ 25370 @LENGTH@ 11
---------INS SimpleName@@tab @TO@ InfixExpression@@tab != null @AT@ 25370 @LENGTH@ 3
---------INS Operator@@!= @TO@ InfixExpression@@tab != null @AT@ 25373 @LENGTH@ 2
---------INS NullLiteral@@null @TO@ InfixExpression@@tab != null @AT@ 25377 @LENGTH@ 4
------INS ExpressionStatement@@MethodInvocation:inputs.add(new ReadEntity(tab)) @TO@ IfStatement@@InfixExpression:tab != null @AT@ 25393 @LENGTH@ 32
---------INS MethodInvocation@@inputs.add(new ReadEntity(tab)) @TO@ ExpressionStatement@@MethodInvocation:inputs.add(new ReadEntity(tab)) @AT@ 25393 @LENGTH@ 31
------------INS SimpleName@@Name:inputs @TO@ MethodInvocation@@inputs.add(new ReadEntity(tab)) @AT@ 25393 @LENGTH@ 6
------------INS SimpleName@@MethodName:add:[new ReadEntity(tab)] @TO@ MethodInvocation@@inputs.add(new ReadEntity(tab)) @AT@ 25400 @LENGTH@ 24
---------------INS ClassInstanceCreation@@ReadEntity[tab] @TO@ SimpleName@@MethodName:add:[new ReadEntity(tab)] @AT@ 25404 @LENGTH@ 19
------------------INS New@@new @TO@ ClassInstanceCreation@@ReadEntity[tab] @AT@ 25404 @LENGTH@ 3
------------------INS SimpleType@@ReadEntity @TO@ ClassInstanceCreation@@ReadEntity[tab] @AT@ 25408 @LENGTH@ 10
------------------INS SimpleName@@tab @TO@ ClassInstanceCreation@@ReadEntity[tab] @AT@ 25419 @LENGTH@ 3
------INS ExpressionStatement@@MethodInvocation:outputs.add(new WriteEntity(tab)) @TO@ IfStatement@@InfixExpression:tab != null @AT@ 25434 @LENGTH@ 34
---------INS MethodInvocation@@outputs.add(new WriteEntity(tab)) @TO@ ExpressionStatement@@MethodInvocation:outputs.add(new WriteEntity(tab)) @AT@ 25434 @LENGTH@ 33
------------INS SimpleName@@Name:outputs @TO@ MethodInvocation@@outputs.add(new WriteEntity(tab)) @AT@ 25434 @LENGTH@ 7
------------INS SimpleName@@MethodName:add:[new WriteEntity(tab)] @TO@ MethodInvocation@@outputs.add(new WriteEntity(tab)) @AT@ 25442 @LENGTH@ 25
---------------INS ClassInstanceCreation@@WriteEntity[tab] @TO@ SimpleName@@MethodName:add:[new WriteEntity(tab)] @AT@ 25446 @LENGTH@ 20
------------------INS New@@new @TO@ ClassInstanceCreation@@WriteEntity[tab] @AT@ 25446 @LENGTH@ 3
------------------INS SimpleType@@WriteEntity @TO@ ClassInstanceCreation@@WriteEntity[tab] @AT@ 25450 @LENGTH@ 11
------------------INS SimpleName@@tab @TO@ ClassInstanceCreation@@WriteEntity[tab] @AT@ 25462 @LENGTH@ 3
---INS CatchClause@@HiveException e @TO@ TryStatement@@try:[] @AT@ 25483 @LENGTH@ 108
------INS SingleVariableDeclaration@@HiveException e @TO@ CatchClause@@HiveException e @AT@ 25490 @LENGTH@ 15
---------INS SimpleType@@HiveException @TO@ SingleVariableDeclaration@@HiveException e @AT@ 25490 @LENGTH@ 13
---------INS SimpleName@@e @TO@ SingleVariableDeclaration@@HiveException e @AT@ 25504 @LENGTH@ 1
------INS ThrowStatement@@ClassInstanceCreation:new SemanticException(ErrorMsg.INVALID_TABLE.getMsg(tableName)) @TO@ CatchClause@@HiveException e @AT@ 25515 @LENGTH@ 70
---------INS ClassInstanceCreation@@SemanticException[ErrorMsg.INVALID_TABLE.getMsg(tableName)] @TO@ ThrowStatement@@ClassInstanceCreation:new SemanticException(ErrorMsg.INVALID_TABLE.getMsg(tableName)) @AT@ 25521 @LENGTH@ 63
------------INS New@@new @TO@ ClassInstanceCreation@@SemanticException[ErrorMsg.INVALID_TABLE.getMsg(tableName)] @AT@ 25521 @LENGTH@ 3
------------INS SimpleType@@SemanticException @TO@ ClassInstanceCreation@@SemanticException[ErrorMsg.INVALID_TABLE.getMsg(tableName)] @AT@ 25525 @LENGTH@ 17
------------INS MethodInvocation@@ErrorMsg.INVALID_TABLE.getMsg(tableName) @TO@ ClassInstanceCreation@@SemanticException[ErrorMsg.INVALID_TABLE.getMsg(tableName)] @AT@ 25543 @LENGTH@ 40
---------------INS QualifiedName@@Name:ErrorMsg.INVALID_TABLE @TO@ MethodInvocation@@ErrorMsg.INVALID_TABLE.getMsg(tableName) @AT@ 25543 @LENGTH@ 22
---------------INS SimpleName@@MethodName:getMsg:[tableName] @TO@ MethodInvocation@@ErrorMsg.INVALID_TABLE.getMsg(tableName) @AT@ 25566 @LENGTH@ 17
------------------INS SimpleName@@tableName @TO@ SimpleName@@MethodName:getMsg:[tableName] @AT@ 25573 @LENGTH@ 9

"
VariableDeclarationStatement-5-3-0-3,"INS VariableDeclarationStatement@@OperationManager operationManager=getOperationManager(); @TO@ MethodDeclaration@@public, OperationHandle, MethodName:getTypeInfo, HiveSQLException,  @AT@ 7099 @LENGTH@ 58
---INS SimpleType@@OperationManager @TO@ VariableDeclarationStatement@@OperationManager operationManager=getOperationManager(); @AT@ 7099 @LENGTH@ 16
---INS VariableDeclarationFragment@@operationManager=getOperationManager() @TO@ VariableDeclarationStatement@@OperationManager operationManager=getOperationManager(); @AT@ 7116 @LENGTH@ 40
------INS SimpleName@@operationManager @TO@ VariableDeclarationFragment@@operationManager=getOperationManager() @AT@ 7116 @LENGTH@ 16
------INS MethodInvocation@@MethodName:getOperationManager:[] @TO@ VariableDeclarationFragment@@operationManager=getOperationManager() @AT@ 7135 @LENGTH@ 21

"
ExpressionStatement-3-0-0-13,"UPD ExpressionStatement@@MethodInvocation:createTab_stmt.setAttribute(SORT_BUCKET,tbl_sort_bucket) @TO@ MethodInvocation:createTab_stmt.add(SORT_BUCKET,tbl_sort_bucket) @AT@ 81952 @LENGTH@ 58
---UPD MethodInvocation@@createTab_stmt.setAttribute(SORT_BUCKET,tbl_sort_bucket) @TO@ createTab_stmt.add(SORT_BUCKET,tbl_sort_bucket) @AT@ 81952 @LENGTH@ 57
------UPD SimpleName@@MethodName:setAttribute:[SORT_BUCKET, tbl_sort_bucket] @TO@ MethodName:add:[SORT_BUCKET, tbl_sort_bucket] @AT@ 81967 @LENGTH@ 42

"
ExpressionStatement-3-0-0-0,"UPD ExpressionStatement@@MethodInvocation:WWW_FORM_URL.set('-') @TO@ MethodInvocation:WWW_FORM_URL_SAFE.set('-') @AT@ 3063 @LENGTH@ 22
---UPD MethodInvocation@@WWW_FORM_URL.set('-') @TO@ WWW_FORM_URL_SAFE.set('-') @AT@ 3063 @LENGTH@ 21
------UPD SimpleName@@Name:WWW_FORM_URL @TO@ Name:WWW_FORM_URL_SAFE @AT@ 3063 @LENGTH@ 12

"
